标题,信息,薪水,关键词,标签,其它,其它1,其它2,关键词3
"
          和谐健康保险股份有限公司
        ",总部-人力资源中心-管培生,"
          9000-12000元·13薪
        ",人力资源管理方向,人力资源管理方向,"
          经验不限
        ","
          本科
        ",北京·朝阳·建外,"
          民营
         
          1000-9999人
         
          保险
        "
"
          辽宁圣丰置业有限公司
        ",人力资源总监（沈阳、广州）,"
          1.5-2万
        ",跨行业,跨行业,"
          5-10年
        ","
          本科
        ",沈阳·浑南·汪家,"
          民营
         
          100-299人
         
          房地产开发
        "
"
          中国空间技术研究院
        ",人力资源实习生,"
          面议
        ","员工关系
招聘",员工关系,"
          经验不限
        ","
          本科
        ",北京·海淀·中关村,"
          事业单位
         
          10000人以上
         
          学术/科研
        "
"
          中节能数字科技有限公司
        ",人力资源实习生（央企）,"
          2000-4000元
        ",人力资源管理,人力资源管理,"
          经验不限
        ","
          本科
        ",北京·海淀·西三旗,"
          国企
         
          1000-9999人
         
          环保
        "
"
          新乡市启明书画教育咨询有限公司
        ",人力资源招聘专员,"
          3000-6000元
        ","销售岗位招聘
社会招聘",销售岗位招聘,"
          1-3年
        ","
          大专
        ",新乡·红旗区·洪门镇,"
          股份制企业
         
          20-99人
         
          培训/辅导服务
        "
"
          杭州基训河互联网科技有限公司
        ",行政人力资源助理,"
          4000-6000元
        ","招聘
绩效管理
员工关系",招聘,"
          经验不限
        ","
          大专
        ",南通·崇川·永兴,"
          合资
         
          20-99人
         
          互联网
        "
"
          厦门市派智达网络科技有限公司
        ",人力资源主管,"
          7000-13000元
        ","人力资源管理员
中级人力资源管理师
高级人力资源管理师",人力资源管理员,"
          经验不限
        ","
          大专
        ",保定·容城·容城镇," 
          100-299人
         
          互联网
        "
"
          上海英科实业有限公司
        ",高级人力资源/hrbp,"
          8000-15000元
        ","招聘
员工关系
企业文化
HRBP经验
跨部门沟通
需求分析",招聘,"
          1-3年
        ","
          本科
        ",镇江·京口区·大港街道,"
          民营
         
          1000-9999人
         
          橡胶和塑料制品
        "
"
          沈阳贞古行商贸有限公司
        ",人力资源总监,"
          1-2万
        ","招聘
人力资源规划
绩效管理",招聘,"
          5-10年
        ","
          本科
        ",沈阳·浑南·五三,"
          民营
         
          20-99人
         
          贸易/进出口
        "
"
          山东鲸才信息技术有限公司
        ",人力资源招聘顾问,"
          4000-8000元
        ","人力资源管理
招聘配置",人力资源管理,"
          经验不限
        ","
          大专
        ",烟台·芝罘·毓璜顶,"
          民营
         
          500-999人
         
          计算机软件
        "
"
          孝感华悦岭文化科技有限公司
        ",人力资源专员,"
          4000-6000元
        ","招聘
人事培训",招聘,"
          1-3年
        ","
          本科
        ",孝感·孝南区,"
          合资
         
          100-299人
         
          文化艺术/娱乐
        "
"
          深圳市朗坤科技股份有限公司
        ",人力资源总监,"
          4-6万·13薪
        ","人力资源规划
招聘
员工关系",人力资源规划,"
          经验不限
        ","
          本科
        ",深圳·龙岗·坪地,"
          上市公司
         
          1000-9999人
         
          生物工程
        "
"
          东方雨虹
        ",人力资源主管,"
          1.2-1.4万·13薪
        ","招聘
员工关系",招聘,"
          3-5年
        ","
          本科
        ",北京·通州·台湖,"
          上市公司
         
          10000人以上
         
          建材
        "
"
          山西金诚瑞康科技有限公司
        ",人力资源专员,"
          3000-4000元
        ","招聘
绩效管理",招聘,"
          1-3年
        ","
          大专
        ",太原·万柏林·长风西街,"
          其它
         
          20-99人
         
          商业代理服务
        "
"
          广西易德科技有限责任公司
        ",人力资源专员,"
          4000-6000元
        ","员工关系
信息化管理",员工关系,"
          1-3年
        ","
          本科
        ",柳州·柳南区·太阳村镇,"
          民营
         
          300-499人
         
          汽车研发/制造
        "
"
          青岛双鲸药业股份有限公司
        ",人力资源管培生,"
          5000-7000元
        ","人力资源管理方向
医药制造企业
多模块轮岗
人才招聘全流程",人力资源管理方向,"
          经验不限
        ","
          本科
        ",青岛·城阳·流亭,"
          股份制企业
         
          500-999人
         
          医药制造
        "
"
          上海深至信息科技有限公司
        ",人力资源实习生（飞书低代码开发）,"
          230-250元/天
        ","JavaScript
Python
C++",JavaScript,"
          经验不限
        ","
          本科
        ",上海·浦东·三林,"
          民营
         
          100-299人
         
          医疗设备/器械
        "
"
          企知道大数据科技有限公司
        ",人力资源经理,"
          1-1.5万
        ",,,"
          10年以上
        ","
          本科
        ",绍兴·越城区,"
          民营
         
          1000-9999人
         
          专业技术服务
        "
"
          山东宏桥新型材料有限公司
        ",储备干部（人力资源方向）,"
          8000-15000元·13薪
        ","人力资源管理方向
大学英语六级",人力资源管理方向,"
          经验不限
        ","
          硕士
        ",滨州·邹平市·高新街道,"
          民营
         
          10000人以上
         
          金属制品业
        "
"
          苏州炜锶沌科技有限公司
        ",总经理助理兼人力资源主任,"
          8000-12000元
        ","商务管理
市场管理",商务管理,"
          经验不限
        ","
          大专
        ",上海·静安·彭浦新村,"
          民营
         
          20-99人
         
          人工智能
        "
"
          新城控股
        ",区域平台人力资源经理（HRBP岗）,"
          面议
        ","招聘
薪酬福利
人事培训",招聘,"
          3-5年
        ","
          本科
        ",温州·龙湾区·蒲州街道,"
          上市公司
         
          10000人以上
         
          房地产开发
        "
"
          四川腾盾科技有限公司
        ",人力资源专员,"
          7000-10000元
        ","招聘
员工关系",招聘,"
          经验不限
        ","
          硕士
        ",成都·金牛·金泉,"
          民营
         
          100-299人
         
          船舶/航空/航天/火车制造
        "
"
          成都三环科技有限公司
        ",人力资源实习生,"
          120-150元/天
        ",招聘,招聘,"
          经验不限
        ","
          本科
        ",成都·金牛·金泉,"
          上市公司
         
          10000人以上
         
          电子/半导体/集成电路
        "
"
          时代一汽动力电池有限公司
        ",HR-人力资源专员/助理,"
          7000-11000元·16薪
        ","企业文化
招聘
人事培训",企业文化,"
          经验不限
        ","
          本科
        ",宁德·霞浦县·松山街道,"
          合资
         
          1000-9999人
         
          新能源
        "
"
          兰州衡通安伟管理咨询有限公司
        ",人力资源招聘专员,"
          3000-5000元
        ","社会招聘
校园招聘
招聘计划设计
招聘数据分析
候选人关系管理",社会招聘,"
          1-3年
        ","
          本科
        ",兰州·城关区·张掖路街道,"
          民营
         
          20人以下
         
          人力资源服务
        "
"
          广州市华好日用品有限公司
        ",人力资源专员,"
          6000-8000元
        ",,,"
          1-3年
        ","
          大专
        ",北京·顺义·空港,"
          股份制企业
         
          100-299人
         
          快速消费品
        "
"
          无锡金达远工业服务外包有限公司
        ",人力资源招聘专员早八晚四,"
          6000-8000元
        ","技术岗位招聘
社会招聘
内部招聘",技术岗位招聘,"
          1-3年
        ","
          高中
        ",无锡·新吴·旺庄,"
          民营
         
          1000-9999人
         
          专业技术服务
        "
"
          益海嘉里金龙鱼食品集团股份有限公司
        ",人力资源专员（招聘/培训）（连云港）,"
          5000-8000元
        ","招聘
人事培训",招聘,"
          1-3年
        ","
          本科
        ",连云港·连云区·墟沟街道,"
          外商独资
         
          10000人以上
         
          快速消费品
        "
"
          杰瑞集团
        ",人力资源总监(J13100),"
          2.5-5万
        ","甲方公司
管理经验
英语可作为工作语言
团队搭建经验
组织发展
综合人力部门",甲方公司,"
          经验不限
        ","
          本科
        ",烟台·莱山·初家,"
          上市公司
         
          1000-9999人
         
          石油/石化
        "
"
          佛山市砖叭家居科技有限公司
        ",人力资源总监,"
          1.5-2.5万
        ",人力资源管理,人力资源管理,"
          3-5年
        ","
          本科
        ",广州·天河·冼村,"
          民营
         
          20-99人
         
          家具/家居/家电
        "
"
          五洲特种纸业集团股份有限公司
        ",人力资源副经理,"
          1-1.3万
        ","招聘
绩效管理
薪酬福利",招聘,"
          5-10年
        ","
          大专
        ",九江·湖口县·流泗镇,"
          上市公司
         
          1000-9999人
         
          印刷/包装/造纸
        "
"
          上海金泰数智文化科技有限公司
        ",人力资源专员,"
          8000-10000元
        ","招聘
员工关系
薪酬福利",招聘,"
          1-3年
        ","
          本科
        ",上海·浦东·唐镇," 
          20-99人
         
          建筑设计
        "
"
          广东省北江航道开发投资有限公司
        ",综合管理部人力资源管理专员,"
          8000-14000元
        ","绩效管理
薪酬福利
人事培训",绩效管理,"
          经验不限
        ","
          本科
        ",韶关·武江区·新华街道,"
          国企
         
          20-99人
         
          电力/水利/热力/燃气
        "
"
          深圳市深环科技供应链有限公司
        ",人力资源专员,"
          8000-9000元
        ","招聘
绩效管理
人事培训",招聘,"
          经验不限
        ","
          本科
        ",深圳·宝安·松岗,"
          国企
         
          100-299人
         
          环保
        "
"
          武汉时代桥人力资源服务有限公司
        ",人力资源外包派遣项目运营负责人,"
          4000-8000元
        ","招聘项目
外包项目
派遣项目
接受外地项目驻场
接受出差",招聘项目,"
          1-3年
        ","
          学历不限
        ",武汉·汉阳,"
          民营
         
          100-299人
         
          专业技术服务
        "
"
          湖南国大民生堂药房连锁有限公司
        ",人力资源培训专员,"
          2000-4000元
        ","新员工培训
内部培训
技术岗培训
企业文化培训",新员工培训,"
          1-3年
        ","
          本科
        ",衡阳·蒸湘区·华兴街道,"
          其它
         
          300-499人
         
          医药批发/零售
        "
"
          上海丰玖科技有限公司
        ",人力资源专员,"
          6000-8000元
        ","招聘
绩效管理
员工关系",招聘,"
          经验不限
        ","
          本科
        ",上海·浦东·张江,"
          民营
         
          20-99人
         
          电子商务
        "
"
          某融资租赁公司
        ",人力资源岗,"
          面议
        ","绩效管理
薪酬福利
招聘",绩效管理,"
          3-5年
        ","
          本科
        ",北京·东城·东直门,"
          国企
         
          100-299人
         
          租赁服务
        "
"
          江苏远业液压机械有限公司
        ",人力资源管培生,"
          5000-9000元
        ",人力资源管理方向,人力资源管理方向,"
          经验不限
        ","
          本科
        ",南通·如皋·吴窑,"
          民营
         
          100-299人
         
          金属制品业
        "
"
          福州朴朴电子商务有限公司
        ",朴朴超市人力资源专员/ 招聘实习生,"
          4000-7000元
        ","招聘
人力资源管理员",招聘,"
          经验不限
        ","
          大专
        ",武汉,"
          民营
         
          10000人以上
         
          互联网
        "
"
          北京汽车研究总院有限公司
        ",人力资源实习生,"
          4000-5000元
        ","招聘
员工关系",招聘,"
          经验不限
        ","
          本科
        ",北京·顺义·旺泉,"
          国企
         
          500-999人
         
          学术/科研
        "
"
          韶关粤信技术有限公司
        ",招聘专员/助理/人力资源助理,"
          6000-12000元
        ",销售岗位招聘,销售岗位招聘,"
          经验不限
        ","
          中专/中技
        ",韶关·浈江区·风采街道," 
          20人以下
         
          培训/辅导服务
        "
"
          云南保山恒益实业集团有限公司
        ",人力资源经理/主管,"
          8000-12000元
        ",,,"
          经验不限
        ","
          本科
        ",德宏·瑞丽市·畹町镇,"
          民营
         
          1000-9999人
         
          房地产开发
        "
"
          北京博睿检测有限公司
        ",人力资源主管,"
          9000-11000元
        ","绩效管理
招聘
人事培训
人力资源管理员
中级人力资源管理师
高级人力资源管理师",绩效管理,"
          1-3年
        ","
          本科
        ",北京·朝阳,"
          其它
         
          100-299人
         
          医疗检测
        "
"
          泰康之家经营管理有限公司
        ",人力资源专员,"
          1.3-1.5万·15薪
        ",组织发展,组织发展,"
          经验不限
        ","
          硕士
        ",北京·朝阳·建外,"
          民营
         
          10000人以上
         
          养老/孤儿/看护
        "
"
          德邦物流
        ",德邦快递招聘26届人力资源实习生,"
          3000-4000元
        ","社会招聘
校园招聘
普工招聘",社会招聘,"
          经验不限
        ","
          本科
        ",佛山·顺德·陈村,"
          上市公司
         
          10000人以上
         
          货运/物流/仓储
        "
"
          重庆海尔家电销售有限公司
        ",海尔智家人力资源管培生,"
          面议
        ","招聘
绩效管理
薪酬福利
管培生
轮岗培训
业务轮岗
英语六级
英语口语可日常交流",招聘,"
          经验不限
        ","
          本科
        ",佛山·三水·乐平,"
          股份制企业
         
          10000人以上
         
          耐用消费品
        "
"
          北京易才博普奥管理顾问有限公司
        ",人力资源行业销售总监,"
          1.2-2万
        ","销售管理经验
市场分析
跨文化沟通",销售管理经验,"
          5-10年
        ","
          大专
        ",济南·历下·舜华路,"
          民营
         
          1000-9999人
         
          咨询服务
        "
"
          河南亿奇网络技术有限公司
        ",人力资源专员/助理,"
          5000-10000元
        ","人力资源管理员
招聘",人力资源管理员,"
          1-3年
        ","
          学历不限
        ",濮阳·华龙区·长庆路街道,"
          其它
         
          20-99人
         
          文化艺术/娱乐
        "
"
          上海邦芒人力资源有限公司
        ",产品经理-（ToB/人力资源系统方向）,"
          1.8-3万
        ",软件产品,软件产品,"
          5-10年
        ","
          本科
        ",嘉兴·平湖市·当湖街道,"
          民营
         
          1000-9999人
         
          人力资源服务
        "
"
          精诚工科汽车系统有限公司
        ",人力资源专员,"
          5000-7000元·15薪
        ",员工关系,员工关系,"
          经验不限
        ","
          本科
        ",保定·莲池·南大园,"
          民营
         
          10000人以上
         
          汽车研发/制造
        "
"
          劲草信息技术(深圳)有限公司
        ",人力资源专员（驻点）,"
          6000-9000元
        ","员工关系
组织发展",员工关系,"
          1-3年
        ","
          大专
        ",深圳·南山·粤海,"
          民营
         
          10000人以上
         
          人力资源服务
        "
"
          澄迈一龄健康管理咨询服务有限公司
        ",人力资源经理,"
          8000-10000元
        ",人力资源管理,人力资源管理,"
          5-10年
        ","
          大专
        ",昆明·五华·红云,"
          民营
         
          1000-9999人
         
          卫生服务
        "
"
          福建警声建设发展集团有限公司
        ",副总经理（人力资源行政方向）,"
          1-2万
        ",人力资源规划,人力资源规划,"
          5-10年
        ","
          本科
        ",福州·晋安·王庄,"
          民营
         
          100-299人
         
          建筑设备安装
        "
"
          上海定山信息技术有限公司
        ",人力资源行业销售顾问,"
          1-1.5万
        ",电话销售,电话销售,"
          经验不限
        ","
          大专
        ",上海·静安·彭浦,"
          合资
         
          100-299人
         
          专业技术服务
        "
"
          远大医药
        ",管理培训生-人力资源方向,"
          8000-12000元·14薪
        ",人力资源管理员,人力资源管理员,"
          经验不限
        ","
          硕士
        ",武汉·江夏,"
          合资
         
          10000人以上
         
          医药制造
        "
"
          山东利尔康医疗科技股份有限公司
        ",人力资源储备干部,"
          5000-8000元
        ","招聘
人事培训
企业文化",招聘,"
          1-3年
        ","
          本科
        ",德州·德城区·宋官屯街道,"
          股份制企业
         
          500-999人
         
          医药制造
        "
"
          湖南中晟星秀生物科技有限公司
        ",人力资源实习生,"
          100-150元/天
        ","招聘
人事培训",招聘,"
          经验不限
        ","
          大专
        ",长沙·岳麓·梅溪湖,"
          民营
         
          100-299人
         
          生物工程
        "
"
          江阴市金榔头装饰设计工程有限公司
        ",人力资源实习生,"
          4000-6000元
        ","绩效管理
薪酬福利
人事培训",绩效管理,"
          经验不限
        ","
          大专
        ",上海·虹口·四川北路," 
          20-99人
         
          装饰装修
        "
"
          天玑云(四川)人才服务有限公司
        ",人力资源实习生 接受无经验 周末双休,"
          3000-4000元
        ","企业文化
人事培训
员工关系
早九晚六
周末双休",企业文化,"
          经验不限
        ","
          大专
        ",成都·武侯·桂溪,"
          股份制企业
         
          1000-9999人
         
          专业技术服务
        "
"
          唐山金坤化工有限公司
        ",人力资源培训专员,"
          5000-7000元
        ",,,"
          1-3年
        ","
          大专
        ",唐山·丰南区·黑沿子镇,"
          民营
         
          20-99人
         
          化学原料/化学制品
        "
"
          中国长城
        ",人力资源专员（招聘方向）,"
          1.5-2万
        ",招聘,招聘,"
          3-5年
        ","
          本科
        ",深圳·南山·粤海,"
          国企
         
          10000人以上
         
          计算机硬件
        "
"
          安徽星丛云创科技有限公司
        ",高级人力资源主管,"
          1.3-2万
        ","招聘
薪酬福利
组织发展
中级人力资源管理师
助理人力资源管理师
绩效
大中型企业",招聘,"
          10年以上
        ","
          本科
        ",合肥·蜀山·南岗," 
          20-99人
         
          学术/科研
        "
"
          成都华栖云科技有限公司
        ",人力资源总监,"
          1.3-2万
        ",人力资源规划,人力资源规划,"
          5-10年
        ","
          本科
        ",成都·武侯·桂溪,"
          合资
         
          300-499人
         
          互联网
        "
"
          河北优盛文化传播有限公司
        ",双休五险人力资源专员,"
          3000-5000元
        ","招聘
员工关系",招聘,"
          1-3年
        ","
          本科
        ",石家庄·新华·天苑,"
          民营
         
          20-99人
         
          广播/影视
        "
"
          中智(北京)经济技术合作有限公司
        ",人力资源专员-急招！！-春节前可到岗,"
          9000-10000元
        ","招聘
员工关系
人事培训",招聘,"
          3-5年
        ","
          本科
        ",北京·东城·东直门,"
          国企
         
          1000-9999人
         
          人力资源服务
        "
"
          德邦物流
        ",德邦快递招聘26届人力资源实习生,"
          3000-4000元
        ","社会招聘
校园招聘
普工招聘",社会招聘,"
          经验不限
        ","
          本科
        ",广州·白云·永平,"
          上市公司
         
          10000人以上
         
          货运/物流/仓储
        "
"
          武汉科利医药有限公司
        ",hr实习生/人力资源实习生,"
          2000-4000元
        ","员工关系
招聘",员工关系,"
          经验不限
        ","
          本科
        ",北京·顺义·空港,"
          港澳台公司
         
          500-999人
         
          医药批发/零售
        "
"
          麦格米特
        ",人力资源经理/主管,"
          6000-8000元
        ",,,"
          1-3年
        ","
          大专
        ",东莞·道滘镇,"
          上市公司
         
          1000-9999人
         
          电子/半导体/集成电路
        "
"
          上海抖樾科技有限公司
        ",人力资源主管,"
          1.3-1.6万·13薪
        ",,,"
          3-5年
        ","
          本科
        ",上海·花木,"
          合资
         
          100-299人
         
          云计算/大数据
        "
"
          沈阳派尔威特企业咨询管理有限公司
        ",招聘专员（人力资源公司）,"
          5000-7000元
        ",,,"
          1-3年
        ","
          大专
        ",大连·中山·青泥洼桥,"
          股份制企业
         
          20人以下
         
          人力资源服务
        "
"
          上海邦芒人力资源有限公司
        ",急招大客户经理KA/人力资源行业/TobB/芜湖/周末双休,"
          6000-12000元
        ","面销/陌拜
区域销售
电销
研究生
本科
专升本",面销/陌拜,"
          1-3年
        ","
          本科
        ",芜湖·镜湖区,"
          民营
         
          1000-9999人
         
          人力资源服务
        "
"
          河南彭世健康管理集团有限公司
        ",人力资源主管（招聘方向）,"
          8000-13000元
        ","社会招聘
高端岗位招聘
销售岗位招聘",社会招聘,"
          3-5年
        ","
          大专
        ",郑州·金水·祭城路,"
          民营
         
          10000人以上
         
          美发/美容/保健
        "
"
          正德人力资源股份有限公司
        ",人力资源招聘渠道拓展 五险一金 7-12k,"
          7000-12000元
        ",,,"
          1-3年
        ","
          大专
        ",合肥·蜀山·新产业园,"
          民营
         
          10000人以上
         
          互联网
        "
"
          江门市蒙德传控有限公司
        ",人力资源经理,"
          8000-16000元
        ","招聘
员工关系
人事培训",招聘,"
          5-10年
        ","
          本科
        ",江门·蓬江区·棠下镇,"
          民营
         
          100-299人
         
          电气机械/电力设备
        "
"
          陕西乐华欢乐世界文化发展有限公司
        ",人力资源总监,"
          1.3-1.8万
        ","人力资源规划
招聘
绩效管理",人力资源规划,"
          5-10年
        ","
          本科
        ",咸阳·泾阳县·高庄镇,"
          民营
         
          500-999人
         
          房地产开发
        "
"
          江西国光商业连锁股份有限公司
        ",人力资源专员/助理,"
          4000-5000元
        ",招聘,招聘,"
          1-3年
        ","
          大专
        ",吉安·河东街道,"
          上市公司
         
          10000人以上
         
          零售/批发
        "
"
          福州天翎人力资源有限公司
        ",人力资源销售顾问,"
          5000-10000元
        ","人力资源管理
招聘配置
猎头顾问
咨询顾问
企业管理咨询
市场研究
网络咨询",人力资源管理,"
          1-3年
        ","
          大专
        ",福州·晋安·岳峰,"
          民营
         
          20人以下
         
          人力资源服务
        "
"
          黄河(郑州)人力资源有限公司
        ",人力资源渠道经理,"
          6000-12000元
        ",蓝领岗位招聘,蓝领岗位招聘,"
          经验不限
        ","
          本科
        ",郑州·中原·西流湖,"
          国企
         
          20-99人
         
          人力资源服务
        "
"
          上海宙询广告有限公司
        ",人力资源经理/主管,"
          1.5-1.8万·14薪
        ","绩效管理
员工关系
组织发展",绩效管理,"
          3-5年
        ","
          大专
        ",深圳·宝安·西乡,"
          其它
         
          100-299人
         
          广告/营销
        "
"
          成都盟升电子技术股份有限公司
        ",人力资源实习生（偏招聘）,"
          3000-4000元
        ",,,"
          经验不限
        ","
          本科
        ",成都·双流·兴隆,"
          上市公司
         
          500-999人
         
          电子/半导体/集成电路
        "
"
          外企德科
        ",人力资源项目专员,"
          1-1.1万·14薪
        ","员工关系
绩效管理
薪酬福利",员工关系,"
          3-5年
        ","
          本科
        ",上海·黄浦·小东门,"
          合资
         
          1000-9999人
         
          人力资源服务
        "
"
          何氏眼科
        ",人力资源总监HRBP,"
          1.3-1.5万
        ","绩效管理
员工关系
招聘",绩效管理,"
          10年以上
        ","
          本科
        ",北京·朝阳·望京,"
          民营
         
          1000-9999人
         
          医院
        "
"
          黑牡丹(集团)股份有限公司
        ",人力资源管培生,"
          8000-10000元·13薪
        ","人力资源管理方向
大学英语六级
2026届应届毕业生",人力资源管理方向,"
          经验不限
        ","
          硕士
        ",常州·新北·新桥,"
          上市公司
         
          1000-9999人
         
          房地产开发
        "
"
          青岛思远甜菊国际贸易有限公司
        ",人力资源部长,"
          5000-8000元
        ","员工关系
招聘
人事培训
中级人力资源管理师",员工关系,"
          1-3年
        ","
          本科
        ",济宁·曲阜市·防山镇,"
          民营
         
          20-99人
         
          贸易/进出口
        "
"
          牧原股份
        ",人力资源管理师（招聘组长）,"
          8000-15000元
        ","销售岗位招聘
蓝领岗位招聘
技术岗位招聘
社会招聘",销售岗位招聘,"
          1-3年
        ","
          本科
        ",郑州·管城·圃田,"
          上市公司
         
          10000人以上
         
          农/林/牧/渔
        "
"
          珠海锐翔智能科技股份有限公司
        ",人力资源专员,"
          6000-8000元
        ","招聘
员工关系
人力资源管理员",招聘,"
          1-3年
        ","
          本科
        ",珠海·香洲区·南屏镇,"
          股份制企业
         
          500-999人
         
          工业自动化
        "
"
          华润双鹤药业股份有限公司
        ",人力资源岗-G3791A,"
          5000-10000元
        ","员工关系
招聘配置
人力资源管理
培训",员工关系,"
          经验不限
        ","
          本科
        ",济南·章丘·明水,"
          国企
         
          1000-9999人
         
          医药制造
        "
"
          南京欧曼物流科技有限公司
        ",人力资源总监-J716701,"
          2.5-4万·14薪
        ","招聘
培训
领导力
招聘软件
培训系统",招聘,"
          经验不限
        ","
          本科
        ",南京·江宁·淳化,"
          民营
         
          100-299人
         
          客运服务
        "
"
          智联招聘
        ",人力资源招聘顾问,"
          6000-12000元·13薪
        ","电话咨询
招聘解决方案
销售目标管理
客户服务流程",电话咨询,"
          1-3年
        ","
          大专
        ",苏州·虎丘·狮山,"
          其它
         
          300-499人
         
          互联网
        "
"
          辽宁象屿铝业有限公司
        ",铝业人力资源部长（工作地点-辽宁辽阳）,"
          1.5-3万
        ","人力资源规划
高级人力资源管理师
中级人力资源管理师",人力资源规划,"
          5-10年
        ","
          本科
        ",辽阳·宏伟区·曙光镇,"
          其它
         
          1000-9999人
         
          钢铁/有色金属冶炼及加工
        "
"
          中冶生态环保集团有限公司
        ",人力资源专员（应届生）,"
          1-1.5万
        ","员工关系
企业文化
组织发展
人力资源管理员",员工关系,"
          经验不限
        ","
          本科
        ",北京·朝阳·左家庄,"
          国企
         
          1000-9999人
         
          环保
        "
"
          北京永华控制技术有限公司
        ",人力资源主管,"
          6000-8000元
        ","招聘
人事培训
员工关系",招聘,"
          1-3年
        ","
          本科
        ",北京·顺义,"
          其它
         
          20-99人
         
          仪器仪表制造
        "
"
          河北嘉瀚人力资源服务有限公司
        ",人力资源招聘专员,"
          7000-14000元
        ","职能岗位招聘
运营岗位招聘
高端岗位招聘
人力资源管理员",职能岗位招聘,"
          1-3年
        ","
          学历不限
        ",石家庄·正定·正定镇,"
          民营
         
          20-99人
         
          人力资源服务
        "
"
          中核华兴
        ",人力资源专员（劳务派遣）,"
          7000-8000元
        ","劳动关系
入转调离
沟通管理",劳动关系,"
          1-3年
        ","
          大专
        ",江门·台山市·赤溪镇,"
          国企
         
          1000-9999人
         
          工程施工
        "
"
          天津嘉泰伟业化工有限公司
        ",人力资源专员,"
          5000-7000元
        ","招聘
人事培训
人力资源管理员",招聘,"
          经验不限
        ","
          本科
        ",天津·滨海新区·大港,"
          民营
         
          100-299人
         
          化工
        "
"
          深圳市晨日科技股份有限公司
        ",高级人力资源经理,"
          1.5-3万
        ","员工关系
绩效管理
薪酬福利",员工关系,"
          3-5年
        ","
          本科
        ",深圳·南山·桃源,"
          股份制企业
         
          100-299人
         
          新材料
        "
"
          北京宽遇文化科技有限公司
        ",人力资源,"
          2-4万
        ","招聘
绩效管理
人事培训
助理人力资源管理师
中级人力资源管理师
高级人力资源管理师",招聘,"
          10年以上
        ","
          本科
        ",北京·顺义·空港," 
          20人以下
         
          广播/影视
        "
"
          山东白龙轮胎有限公司
        ",人力资源,"
          6000-8000元
        ",,,"
          3-5年
        ","
          本科
        ",临沂·莒南·十字路," 
          100-299人
         
          橡胶和塑料制品
        "
"
          科锐尔人力资源服务(苏州)有限公司
        ",人力资源实习生（导师带教+转正机会）,"
          4000-5000元
        ",招聘,招聘,"
          经验不限
        ","
          本科
        ",南京·浦口·顶山,"
          上市公司
         
          1000-9999人
         
          咨询服务
        "
"
          华强方特(邯郸)旅游发展有限公司
        ",人力资源助理（实习生）,"
          90-130元/天
        ","招聘
员工关系
企业文化",招聘,"
          经验不限
        ","
          本科
        ",邯郸·临漳县·邺城镇,"
          其它
         
          500-999人
         
          旅游服务
        "
"
          万特制药(海南)有限公司
        ",人力资源管理培训生,"
          6000-8000元
        ","员工关系
招聘
绩效管理
助理人力资源管理师",员工关系,"
          1-3年
        ","
          本科
        ",广州·黄埔·龙湖,"
          其它
         
          100-299人
         
          医药制造
        "
"
          厦门市派智达网络科技有限公司
        ",人力资源专员,"
          8000-15000元
        ",,,"
          经验不限
        ","
          大专
        ",襄阳·樊城区·汉江街道," 
          100-299人
         
          互联网
        "
"
          徐州三煋文化传媒有限公司
        ",人事 / 行政 / 人力资源,"
          5000-10000元
        ","招聘
人事培训
公司氛围好
00后没有勾心斗角",招聘,"
          经验不限
        ","
          学历不限
        ",徐州·云龙区·翠屏山街道," 
          300-499人
         
          新媒体
        "
"
          首聘(北京)科技有限公司
        ",HR人力资源专员,"
          3000-6000元
        ",,,"
          经验不限
        ","
          大专
        ",大连·甘井子·凌水,"
          民营
         
          1000-9999人
         
          企业服务
        "
"
          河北浩倍人力资源服务有限公司
        ",人力资源业务经理,"
          4000-7000元
        ","招聘
薪酬福利
人事培训
运营团队HRBP
市场团队HRBP
人力资源管理员
中级人力资源管理师",招聘,"
          经验不限
        ","
          大专
        ",保定·竞秀·韩村,"
          其它
         
          1000-9999人
         
          人力资源服务
        "
"
          河北电信设计咨询有限公司
        ",人力资源咨询顾问,"
          1.5-2万
        ","人才发展
人力资源规划",人才发展,"
          5-10年
        ","
          本科
        ",石家庄·裕华·裕华路,"
          股份制企业
         
          500-999人
         
          运营商/增值服务
        "
"
          营口金辰机械股份有限公司
        ",人力资源主管,"
          1-1.4万·13薪
        ","招聘
HRBP",招聘,"
          5-10年
        ","
          本科
        ",南通·崇川,"
          上市公司
         
          1000-9999人
         
          电气机械/电力设备
        "
"
          中城工联信息产业有限公司山东分公司
        ",项目经理（人力资源行业）,"
          6000-8000元
        ",,,"
          经验不限
        ","
          本科
        ",长沙·雨花·洞井,"
          国企
         
          20-99人
         
          工程施工
        "
"
          中国人寿保险股份有限公司成都市新都区支公司湖滨路营销服务部
        ",人力资源专员/助理,"
          3000-4000元
        ",,,"
          经验不限
        ","
          大专
        ",成都·新都·新都街道," 
          300-499人
         
          保险
        "
"
          辽宁象屿铝业有限公司
        ",铝业人力资源部长（工作地点-辽宁辽阳）,"
          1.5-3万
        ","人力资源规划
高级人力资源管理师
中级人力资源管理师",人力资源规划,"
          5-10年
        ","
          本科
        ",沈阳·大东·前进,"
          其它
         
          1000-9999人
         
          钢铁/有色金属冶炼及加工
        "
