标题,信息,薪水,关键词,标签,其它,其它1,其它2,关键词3
"
          平安点创国际融资租赁有限公司
        ",399100-人力资源岗,"
          1-1.5万
        ",,,"
          1-3年
        ","
          本科
        ",上海·杨浦·新江湾城," 
          300-499人
         
          租赁/拍卖/典当/担保
        "
"
          合肥科迈捷智能传感技术股份有限公司
        ",人力资源实习生,"
          3000-4000元
        ","人事培训
招聘",人事培训,"
          经验不限
        ","
          本科
        ",合肥·蜀山·南岗,"
          民营
         
          100-299人
         
          仪器仪表制造
        "
"
          中国交通建设集团有限公司
        ",人力资源专员,"
          6000-8000元
        ","招聘
人事培训
组织发展
应届毕业生",招聘,"
          经验不限
        ","
          硕士
        ",武汉·武昌,"
          国企
         
          10000人以上
         
          建筑设计
        "
"
          味斯美食品科技(安吉)有限公司
        ",人力资源专员,"
          5000-7000元
        ","招聘
薪酬福利
人事培训",招聘,"
          经验不限
        ","
          本科
        ",湖州·安吉县·递铺街道,"
          民营
         
          1000-9999人
         
          快速消费品
        "
"
          海尔融资租赁股份有限公司
        ",人力资源实习生,"
          150-180元/天
        ","招聘
员工关系
企业文化",招聘,"
          经验不限
        ","
          本科
        ",上海·浦东·陆家嘴,"
          股份制企业
         
          500-999人
         
          投资/融资
        "
"
          北京地坛口腔门诊部
        ",人力资源招聘专员,"
          8000-12000元
        ","社会招聘
校园招聘
人力资源管理员
助理人力资源管理师
职能岗位招聘
技术岗位招聘
运营岗位招聘",社会招聘,"
          1-3年
        ","
          本科
        ",北京·东城·和平里,"
          医院
         
          100-299人
         
          卫生服务
        "
"
          中国江西国际经济技术合作有限公司
        ",人力资源岗实习生,"
          120-150元/天
        ",,,"
          经验不限
        ","
          本科
        ",南昌·红谷滩·沙井,"
          国企
         
          1000-9999人
         
          房地产开发
        "
"
          临沂乘风园林机械有限公司
        ",人力资源招聘专员,"
          4000-5000元
        ","销售岗位招聘
蓝领岗位招聘
技术岗位招聘
社会招聘
校园招聘
内部招聘",销售岗位招聘,"
          1-3年
        ","
          本科
        ",临沂·罗庄·高都,"
          民营
         
          100-299人
         
          电气机械/电力设备
        "
"
          安徽濉溪牧原农牧有限公司
        ",人力资源专员,"
          8000-9000元
        ","招聘
绩效管理",招聘,"
          经验不限
        ","
          本科
        ",淮北,"
          上市公司
         
          100-299人
         
          农/林/牧/渔
        "
"
          华润医药商业
        ",人力资源系统运维岗-C4232R,"
          5000-8000元
        ",人力系统运维,人力系统运维,"
          1-3年
        ","
          本科
        ",济南·槐荫·美里湖,"
          国企
         
          10000人以上
         
          医药批发/零售
        "
"
          中国人寿保险股份有限公司常德分公司营销服务部
        ",人力资源专员/助理,"
          2000-4000元
        ",人事培训,人事培训,"
          经验不限
        ","
          大专
        ",常德·丹阳街道,"
          国企
         
          10000人以上
         
          保险
        "
"
          优购镜仓(沈阳市)商贸咨询有限公司
        ",人力资源专员,"
          4000-5000元
        ","招聘
员工关系
绩效管理
人力资源管理员
人事专员
薪酬
HRBP",招聘,"
          1-3年
        ","
          大专
        ",沈阳·和平·长白,"
          民营
         
          500-999人
         
          零售/批发
        "
"
          安徽广毅商置业有限公司
        ",人力资源总监助理,"
          1-1.2万
        ","员工关系
绩效管理
组织发展",员工关系,"
          1-3年
        ","
          本科
        ",合肥·瑶海·七里塘,"
          民营
         
          100-299人
         
          房地产开发
        "
"
          中环寰慧科技集团股份有限公司
        ",人力资源经理/薪酬经理,"
          1.5-2.5万
        ",薪酬福利,薪酬福利,"
          5-10年
        ","
          本科
        ",北京·丰台·看丹,"
          股份制企业
         
          1000-9999人
         
          电力/水利/热力/燃气
        "
"
          华晨禾一(连云港)装备科技有限公司
        ",人力资源专员,"
          4000-6000元
        ","员工关系
招聘",员工关系,"
          1-3年
        ","
          本科
        ",连云港·灌云县·下车镇,"
          民营
         
          20-99人
         
          仪器仪表制造
        "
"
          北京高途云集教育科技有限公司
        ",人力资源专员/双休/十四薪/六险一金,"
          5000-8000元
        ",,,"
          1-3年
        ","
          本科
        ",郑州·管城·金岱,"
          上市公司
         
          10000人以上
         
          培训/辅导服务
        "
