数据来源文件,公司名称,岗位名称,原始薪资,最低薪资元每月,最高薪资元每月,平均薪资元每月,关键词,标签,经验要求,学历要求,原始工作地点,标准工作地点,城市,区县,商圈乡镇,公司性质,公司规模,公司行业
政府事务.csv,四川泰华堂制药有限公司,医药政策研究与政府事务经理,1.2-2.4万·13薪,13000.0,26000.0,19500.0,医药行业政策研究经验,医药行业政策研究经验,5-10年,本科,成都·彭州·致和,成都·彭州·致和,成都,彭州,致和,国企,500-999人,医药制造
政府事务.csv,太平洋建设,商务公关,7000-8000元,7000.0,8000.0,7500.0,政府公关,政府公关,1-3年,学历不限,西安·未央·汉城,西安·未央·汉城,西安,未央,汉城,民营,10000人以上,房地产开发
政府事务.csv,北京三快在线科技有限公司,四川公共事务,面议,未知,未知,未知,未知,未知,5-10年,本科,成都,成都,成都,未知,未知,上市公司,10000人以上,互联网
政府事务.csv,悦康药业集团股份有限公司,政府事务总监,2.5-5万,25000.0,50000.0,37500.0,政企合作、政策研究、政府拓展、制药、生物技术、医药流通,政企合作,5-10年,本科,北京·大兴·荣华街道,北京·大兴·荣华街道,北京,大兴,荣华街道,上市公司,1000-9999人,医药制造
政府事务.csv,阳光博雅教育投资(北京)有限公司,总裁助理（政府资源方向）(J11395),1.3-2.6万,13000.0,26000.0,19500.0,集团公司、政府关系管理,集团公司,经验不限,本科,福州·鼓楼·洪山,福州·鼓楼·洪山,福州,鼓楼,洪山,民营,500-999人,学校/学历教育
政府事务.csv,零重力飞机工业(合肥)有限公司,PMO（政府事务）,2.5-4.5万·14薪,29166.67,52500.0,40833.33,政府关系、商务接待,政府关系,3-5年,硕士,合肥·肥西·桃花,合肥·肥西·桃花,合肥,肥西,桃花,民营,100-299人,船舶/航空/航天/火车制造
政府事务.csv,科大国创软件股份有限公司,政府关系,面议,未知,未知,未知,项目申报、资质,项目申报,5-10年,本科,合肥·蜀山·南岗,合肥·蜀山·南岗,合肥,蜀山,南岗,上市公司,1000-9999人,人工智能
政府事务.csv,尤孚泵业集团有限公司,董事长助理,1.3-1.8万,13000.0,18000.0,15500.0,商务管理,商务管理,3-5年,本科,南京·溧水·永阳,南京·溧水·永阳,南京,溧水,永阳,民营,20-99人,专用设备制造
政府事务.csv,重庆科思医疗设备有限公司,总经理助理,6000-12000元,6000.0,12000.0,9000.0,行政管理、商务管理、政府关系管理,行政管理,3-5年,本科,重庆·江北·江北城,重庆·江北·江北城,重庆,江北,江北城,民营,20-99人,医疗设备/器械
政府事务.csv,北师香港浸会大学,学校办公室--助理主任,1.2-1.6万,12000.0,16000.0,14000.0,政府拓展,政府拓展,10年以上,硕士,珠海·香洲区·唐家湾镇,珠海·香洲区·唐家湾镇,珠海,香洲区,唐家湾镇,学校/下级学院,1000-9999人,学校/学历教育
政府事务.csv,上海复宏汉霖生物技术股份有限公司,政府事务经理/高级经理/副总监(J16665),1.7-3万,17000.0,30000.0,23500.0,政企合作,政企合作,3-5年,硕士,上海·徐汇·虹梅路,上海·徐汇·虹梅路,上海,徐汇,虹梅路,合资,1000-9999人,医药制造
