数据来源文件,公司名称,岗位名称,原始薪资,最低薪资元每月,最高薪资元每月,平均薪资元每月,关键词,标签,经验要求,学历要求,原始工作地点,标准工作地点,城市,区县,商圈乡镇,公司性质,公司规模,公司行业
推广投放.csv,合肥合傲科技有限公司,海外投放推广专员,1-1.5万,10000.0,15000.0,12500.0,未知,未知,1-3年,本科,合肥·包河·淝河,合肥·包河·淝河,合肥,包河,淝河,股份制企业,20-99人,医疗设备/器械
推广投放.csv,杭州五点半人力资源开发有限公司,招聘社区推广员外向社牛就可以8000-16000,9000-16000元,9000.0,16000.0,12500.0,线下、信息流投放经验、推广经验、平台类产品,线下,经验不限,学历不限,宁波·海曙·段塘,宁波·海曙·段塘,宁波,海曙,段塘,民营,100-299人,人力资源服务
推广投放.csv,北京五八信息技术有限公司,广告推广专员-深圳(J27220),8000-12000元,8000.0,12000.0,10000.0,企业客户、个人客户、电话销售、网络销售、会议/会展销售,企业客户,经验不限,大专,深圳·罗湖·笋岗,深圳·罗湖·笋岗,深圳,罗湖,笋岗,合资,10000人以上,互联网
推广投放.csv,江西萌力互动科技有限公司,抖音信息流投放,8000-12000元,8000.0,12000.0,10000.0,巨量AD、千川、种草,巨量AD,1-3年,大专,上海·静安·天目西路,上海·静安·天目西路,上海,静安,天目西路,民营,100-299人,互联网
推广投放.csv,北京三快在线科技有限公司,投放产品实习生,面议,未知,未知,未知,未知,未知,经验不限,本科,北京,北京,北京,未知,未知,上市公司,10000人以上,互联网
推广投放.csv,京东集团,京东BD推广/五险一金+就近分配,8000-16000元,8000.0,16000.0,12000.0,线下、线上、C端客户、五险一金、老带薪、可就近安排,线下,经验不限,学历不限,北京·朝阳·垡头,北京·朝阳·垡头,北京,朝阳,垡头,合资,10000人以上,互联网
推广投放.csv,石家庄北方医学中等专业学校,广告投放,8000-15000元,8000.0,15000.0,11500.0,媒介主管/经理、媒介总监、网络媒体、行业协会,媒介主管/经理,1-3年,大专,北京·大兴,北京·大兴,北京,大兴,未知,学校/下级学院,1000-9999人,学校/学历教育
推广投放.csv,江苏高捷节能装备集团有限公司,百度推广,8000-16000元,8000.0,16000.0,12000.0,百度系、SEM、百度推广,百度系,1-3年,大专,南京·高淳·古柏,南京·高淳·古柏,南京,高淳,古柏,民营,100-299人,化工
推广投放.csv,北京悠洛网络技术有限公司,海外投放【游戏】,8000-15000元·13薪,8666.67,16250.0,12458.33,TikTok、海外推广、Google、Facebook,TikTok,1年以下,大专,武汉·洪山·关山,武汉·洪山·关山,武汉,洪山,关山,民营,20-99人,互联网
推广投放.csv,西安百跃纽贝能素乳品营销有限责任公司,产品运营/软文推广,5000-6000元,5000.0,6000.0,5500.0,品牌推广、品牌营销、新媒体媒介,品牌推广,1-3年,大专,西安·未央·张家堡,西安·未央·张家堡,西安,未央,张家堡,民营,500-999人,贸易/进出口
推广投放.csv,福州朴朴电子商务有限公司,春招朴朴管培推广BD【保底/晋升快可盖章】,1-1.2万,10000.0,12000.0,11000.0,面销、线下、C端客户、接受外勤,面销,经验不限,大专,福州·台江·瀛洲,福州·台江·瀛洲,福州,台江,瀛洲,民营,10000人以上,互联网
推广投放.csv,西安丹骏数字科技有限公司,海外优化师/广告协调/广告投放/推广+五险一金+双地铁,5000-10000元,5000.0,10000.0,7500.0,TIKTOK、facebook、google、跨境电商、海外电商,TIKTOK,1-3年,大专,西安·雁塔·丈八沟,西安·雁塔·丈八沟,西安,雁塔,丈八沟,上市公司,100-299人,电子商务
推广投放.csv,广州白云产业投资集团有限公司,推广运营岗--云腾科技公司,1-1.5万,10000.0,15000.0,12500.0,信息流推广,信息流推广,1-3年,本科,广州·白云·鹤龙,广州·白云·鹤龙,广州,白云,鹤龙,国企,500-999人,租赁服务
推广投放.csv,四川华青志传媒有限公司,抖音广告投放专员,30-50元/时,5280.0,8800.0,7040.0,未知,未知,经验不限,学历不限,太原·小店·平阳路,太原·小店·平阳路,太原,小店,平阳路,民营,20-99人,社交网络
推广投放.csv,爱思助手,sem推广专员,1.1-1.8万,11000.0,18000.0,14500.0,搜索引擎推广、信息流推广,搜索引擎推广,1-3年,大专,深圳·南山·粤海,深圳·南山·粤海,深圳,南山,粤海,上市公司,100-299人,计算机软件
推广投放.csv,中职北方智扬,千川投放,1-1.2万,10000.0,12000.0,11000.0,未知,未知,1-3年,大专,杭州·西湖·蒋村,杭州·西湖·蒋村,杭州,西湖,蒋村,合资,1000-9999人,学校/学历教育
推广投放.csv,北京时代新维测控设备有限公司,网络推广seo/sem,6000-8000元,6000.0,8000.0,7000.0,未知,未知,1-3年,大专,保定·清苑·清苑镇,保定·清苑·清苑镇,保定,清苑,清苑镇,民营,20-99人,仪器仪表制造
